262144,2012-06-15
393219,2012-06-16
131073,2012-06-17
131073,2012-06-29
131073,2012-07-06
131073,2012-07-07
131073,2012-07-14
131073,2012-09-15
131073,2012-09-22
131073,2012-09-25
131073,2012-10-05
131073,2012-10-11
131072,2012-10-20
131073,2012-10-25
131073,2012-10-26
131073,2012-10-29
131073,2012-10-31
131073,2012-11-05
131073,2012-11-20
131073,2012-11-27
131073,2012-11-30
131073,2012-12-06
131073,2012-12-19
131073,2012-12-22
131073,2013-01-04
131073,2013-01-05
131073,2013-01-12
131073,2013-01-20
131073,2013-01-24
131073,2013-01-28
131073,2013-02-04
131073,2013-02-10
262146,2013-02-18
131073,2013-02-24
131073,2013-02-25
131073,2013-03-01
131073,2013-03-03
131073,2013-03-05
131073,2013-03-07
131073,2013-03-11
131073,2013-03-21
131073,2013-03-23
131073,2013-03-25
131073,2013-04-01
131073,2013-04-04
131073,2013-04-06
131073,2013-04-09
131073,2013-04-11
131073,2013-04-12
131073,2013-04-14
131073,2013-04-18
262146,2013-04-21
131073,2013-04-23
131073,2013-04-30
131073,2013-05-16
131073,2013-05-21
131073,2013-06-02
131073,2013-06-06
131073,2013-06-13
131073,2013-06-17
131073,2013-06-22
131073,2013-06-25
131073,2013-06-28
131073,2013-06-30
131073,2013-07-01
131073,2013-07-04
131073,2013-07-08
131073,2013-07-11
131073,2013-07-19
131073,2013-07-26
131073,2013-08-05
131073,2013-08-09
131073,2013-08-12
262146,2013-08-13
131073,2013-08-14
131073,2013-08-17
131073,2013-08-18
131073,2013-08-20
131073,2013-08-21
131073,2013-08-22
131073,2013-08-23
131073,2013-08-24
262146,2013-08-25
131073,2013-08-27
131073,2013-08-31
131073,2013-09-02
131073,2013-09-05
131073,2013-09-08
131073,2013-09-09
131073,2013-09-10
131073,2013-09-12
131073,2013-09-17
131073,2013-09-18
131073,2013-09-21
131073,2013-09-23
131073,2013-09-25
131073,2013-09-28
131073,2013-10-01
131073,2013-10-03
131073,2013-10-05
131073,2013-10-09
131073,2013-10-13
131073,2013-11-02
131073,2013-11-28
131073,2013-12-05
131073,2013-12-15
131073,2013-12-25
131073,2014-01-03
393219,2014-02-05
131073,2014-02-12
131073,2014-02-17
131073,2014-03-01
131073,2014-03-03
131073,2014-03-09
131073,2014-03-15
131073,2014-03-23
131073,2014-03-27
131073,2014-04-08
131073,2014-04-13
131073,2014-04-22
131073,2014-04-29
131073,2014-05-13
131073,2014-05-21
131073,2014-06-05
131073,2014-06-16
131073,2014-06-29
131073,2014-07-06
131073,2014-07-18
131073,2014-07-21
131073,2014-08-01
131073,2014-09-23
262146,2014-10-30
131073,2014-10-31
131073,2014-11-03
131073,2014-11-26
131073,2014-12-09
131073,2015-01-04
131073,2015-01-15
131073,2015-02-06
65537,2015-02-18
65537,2015-03-18
65537,2015-04-12
65537,2015-04-16
65537,2015-05-08
65537,2015-05-11
65537,2015-05-18
65537,2015-05-30
65537,2015-06-10
65537,2015-06-25
65537,2015-07-01
65537,2015-07-19
65537,2015-08-05
65537,2015-09-12
65537,2015-09-13
196611,2015-09-15
196611,2015-09-16
65537,2015-09-20
65537,2015-09-22
65537,2015-09-25
65537,2015-09-30
65537,2015-10-01
131074,2015-10-03
65537,2015-10-04
65537,2015-10-05
65537,2015-10-06
65537,2015-10-11
65537,2015-10-12
65537,2015-10-14
65537,2015-10-15
65537,2015-10-17
131074,2015-10-18
65537,2015-10-21
65537,2015-10-22
65537,2015-10-26
65537,2015-11-01
65537,2015-11-03
65537,2015-11-04
65537,2015-11-06
65537,2015-11-09
65537,2015-11-11
65537,2015-11-13
65537,2015-11-17
65537,2015-11-27
65537,2015-11-28
65537,2015-11-30
65537,2015-12-01
65537,2015-12-04
65537,2015-12-05
65537,2015-12-07
65537,2015-12-09
65537,2015-12-13
65536,2015-12-16
65536,2015-12-22
65536,2015-12-26
65536,2015-12-28
65536,2016-01-03
65536,2016-01-04
65536,2016-01-09
65536,2016-01-10
65536,2016-01-15
65536,2016-01-20
65536,2016-01-31
65536,2016-02-02
65536,2016-02-11
65536,2016-02-21
65536,2016-02-28
65536,2016-03-01
65536,2016-03-11
65536,2016-03-19
65536,2016-03-27
65536,2016-04-03
65536,2016-04-08
65536,2016-04-17
65536,2016-04-29
65536,2016-05-07
65536,2016-05-08
65536,2016-05-09
65536,2016-05-10
65536,2016-05-14
65536,2016-05-16
65536,2016-05-18
65536,2016-05-21
65536,2016-05-22
65536,2016-05-23
65536,2016-05-24
65536,2016-05-25
65536,2016-05-26
65536,2016-05-27
65536,2016-05-28
65536,2016-05-29
65536,2016-05-30
131072,2016-06-02
65536,2016-06-05
65536,2016-06-11
65536,2016-06-14
65536,2016-06-16
65536,2016-06-22
65536,2016-06-25
65536,2016-06-26
65536,2016-06-30
65536,2016-07-04
65536,2016-07-05
65536,2016-07-07
65536,2016-07-09
65536,2016-07-10
65536,2016-07-11
65536,2016-07-12
65536,2016-07-13
65536,2016-07-20
65536,2016-08-18
65536,2016-09-01
65536,2016-09-25
65536,2016-10-16
65536,2016-11-01
65536,2016-11-20
65536,2016-12-03
65536,2016-12-09
131072,2017-01-05
327680,2017-02-24
65536,2017-03-05
131072,2017-03-15
65536,2017-04-04
65536,2017-04-05
65536,2017-04-09
131072,2017-04-26
65536,2017-05-07
65536,2017-05-15
65536,2017-06-01
65536,2017-06-13
65536,2017-07-05
65536,2017-07-08
65536,2017-07-24
65536,2017-08-26
65536,2017-08-27
131072,2017-10-14
65536,2017-10-30
65536,2017-11-30
131072,2017-12-01
131072,2017-12-27
65536,2018-01-15
65536,2018-01-28
131072,2018-02-26
65536,2018-03-04
65536,2018-03-25
65536,2018-03-30
65536,2018-04-12
65536,2018-04-25
65536,2018-05-01
131072,2018-05-20
131072,2018-06-27
327680,2018-06-30
65536,2018-07-04
65536,2018-07-08
65536,2018-09-05
131072,2018-09-06
65536,2018-09-07
65536,2018-09-10
65536,2018-09-11
65536,2018-09-12
65536,2018-09-13
196608,2018-10-08
262144,2018-11-06
65536,2018-11-07
131072,2018-11-23
262144,2019-01-14
262144,2019-01-20
65536,2019-01-29
65536,2019-01-31
65536,2019-02-08
65536,2019-02-11
65536,2019-02-22
65536,2019-05-15
393216,2019-05-16
65536,2019-05-17
65536,2019-06-02
131072,2019-08-08
131072,2019-10-01
65536,2019-10-31
196608,2020-01-08
65536,2020-02-04
196608,2020-04-21
65536,2020-05-26
65536,2020-06-03
65536,2020-07-05
65536,2020-07-27
65536,2020-08-10
65536,2020-09-02
65536,2020-09-04
65536,2020-09-17
65536,2020-09-18
65536,2020-09-26
65535,2020-09-29
65536,2020-10-01
196608,2020-10-09
131072,2020-11-06
65536,2020-11-25
65536,2020-11-27
131072,2020-12-01
65536,2020-12-03
65536,2021-12-20
65536,2021-12-27
65536,2022-01-03
65536,2022-01-09
65536,2022-01-16
65536,2022-01-24
65536,2022-01-31
65536,2022-02-16
65536,2022-02-21
65536,2022-03-03
65536,2022-03-12
65536,2022-03-16
65536,2022-03-26
65536,2022-04-03
65536,2022-04-10
65536,2022-04-16
65536,2022-04-24
65536,2022-04-28
65536,2022-05-02
65536,2022-05-08
65536,2022-05-24
65536,2022-05-25
65536,2022-05-29
65536,2022-06-08
65536,2022-06-17
65536,2022-06-21
65536,2022-06-27
65536,2022-07-04
65536,2022-07-11
65536,2022-07-24
65536,2022-07-29
65536,2022-08-02
65536,2022-08-14
65536,2022-08-19
65536,2022-08-22
65536,2022-08-28
65536,2022-09-05
65536,2022-09-12
65536,2022-09-19
65536,2022-09-28
65536,2022-10-03
65536,2022-10-10
65536,2022-10-14
65536,2022-10-26
65536,2022-10-31
65536,2022-11-07
65536,2022-11-17
65536,2022-11-23
65536,2022-11-29
65536,2022-12-12
65536,2022-12-16
65536,2022-12-19
65536,2022-12-29
65536,2023-01-02
65536,2023-01-15
